ID,Age,Education,Marital Status,Income,Kid home,Teen home,AlcLiquidAmount,VegAmount,MeatAmt,FishAmt,ChocolateAmt,CommoditiesAmt,Country,LeadConvo
9635,39,Master,Married,"35,876.00",0,0,431,82,441,80,20,102,IND,0
9624,64,PhD,Together,"65,488.00",1,1,12,0,4,0,0,1,SP,0
9617,71,Graduation,Single,"15,033.00",0,0,519,71,860,93,27,53,IND,0
9612,35,2nd Cycle,Single,"23,830.00",0,1,574,8,216,21,16,33,SP,0
9606,57,PhD,Married,"69,969.00",1,0,3,3,7,6,2,9,SA,2
9597,53,Graduation,Married,"73,448.00",1,1,24,0,2,0,0,9,IND,0
9596,42,PhD,Single,"65,295.00",1,1,56,0,14,0,0,2,SP,0
9595,61,Graduation,Together,"64,260.00",1,0,71,0,18,0,0,13,SP,0
9592,39,Graduation,Together,"22,010.00",0,0,709,45,115,30,160,45,SP,0
9589,74,PhD,Widow,"82,032.00",1,0,4,12,11,3,13,15,SP,0
9579,63,PhD,Married,"33,762.00",0,1,1073,0,250,153,14,14,SP,0
9576,40,PhD,Together,"32,313.00",0,0,227,23,389,42,21,75,SP,0
9560,57,Graduation,Together,"83,003.00",1,0,5,13,14,0,5,31,US,1
9559,61,PhD,Married,"57,072.00",1,0,185,2,88,15,5,14,SP,1
9553,35,Graduation,Married,"7,500.00",0,0,979,44,935,29,25,22,SP,0
9543,37,Graduation,Married,"19,986.00",0,0,1006,22,115,59,68,45,US,0
9530,34,Graduation,Married,"24,645.00",0,0,650,37,780,27,167,32,AUS,0
9529,32,Graduation,Married,"73,687.00",1,1,7,2,4,2,1,4,CA,1
9523,40,Graduation,Together,"40,479.00",1,0,224,12,48,4,12,12,CA,0
9516,51,2nd Cycle,Divorced,"49,118.00",1,1,178,4,26,8,4,44,AUS,2
9507,47,Graduation,Married,"40,794.00",0,1,526,28,135,10,21,99,SP,0
9504,73,Master,Married,"81,698.00",1,0,10,14,29,4,2,36,AUS,0
9503,42,Graduation,Single,"28,071.00",0,0,712,26,538,69,13,80,IND,0
9500,63,Graduation,Married,"58,113.00",2,0,35,3,67,10,8,24,SA,0
9499,68,Graduation,Married,"93,404.00",1,0,21,2,28,3,2,9,SP,2
9495,40,Graduation,Together,"71,853.00",1,1,5,0,3,0,0,1,SP,0
9493,42,PhD,Single,"76,412.00",1,0,6,0,5,2,1,2,SA,2
9491,38,Graduation,Together,"23,976.00",0,0,572,8,232,23,62,17,SP,0
9485,36,PhD,Married,"45,921.00",0,0,735,40,183,52,20,30,SP,0
9483,63,Graduation,Together,"57,957.00",0,1,145,1,33,2,1,1,SP,0
9481,46,Graduation,Married,"17,148.00",0,0,416,46,925,60,107,46,SP,0
9478,37,Graduation,Single,"66,503.00",1,0,23,0,26,7,15,3,SP,0
9477,68,PhD,Married,"65,324.00",1,1,22,1,13,4,0,4,SP,0
9467,38,Graduation,Single,"34,738.00",0,1,428,30,214,80,30,61,SA,0
9463,63,Graduation,Together,"71,706.00",1,0,13,3,17,7,3,3,SP,0
9460,59,Graduation,Married,"22,419.00",0,0,1288,20,613,80,61,27,SP,0
9451,57,Graduation,Married,"73,538.00",0,1,8,4,5,15,2,11,SP,0
9449,64,PhD,Single,"79,761.00",1,0,1,4,10,29,0,36,IND,0
9432,45,Graduation,Together,"666,666.00",0,0,1,1,3,1,1,1,SP,0
9426,58,Master,Single,"58,308.00",1,2,144,2,99,7,2,30,AUS,0
9423,43,Master,Married,"32,765.00",0,1,909,12,278,0,12,242,US,0
9422,33,Graduation,Married,"38,360.00",0,0,365,32,117,34,110,6,US,0
9405,68,PhD,Married,"52,869.00",0,1,112,0,6,2,1,14,SP,0
9400,64,2nd Cycle,Single,"85,485.00",1,0,2,8,1,4,7,15,SP,0
9396,44,PhD,Married,"37,717.00",1,1,239,7,119,4,15,11,SP,0
9392,51,Graduation,Single,"26,954.00",0,1,820,57,242,45,0,11,SP,0
9386,60,Graduation,Together,"50,127.00",0,0,241,0,12,0,0,25,SP,1
9384,44,Graduation,Married,"66,373.00",1,0,18,0,9,0,1,11,SP,0
9381,44,Graduation,Married,"66,373.00",1,0,3,2,11,2,2,10,SP,0
9370,77,PhD,Married,"65,846.00",1,0,9,0,6,4,1,5,SP,0
9369,43,2nd Cycle,Single,"88,194.00",1,0,12,23,38,30,18,7,SA,2
9365,46,PhD,Single,"60,000.00",1,1,90,17,97,15,6,15,SP,0
9362,57,Graduation,Single,"69,263.00",0,0,34,4,66,3,10,20,SA,1
9360,40,Graduation,Married,"37,040.00",0,1,747,10,161,65,40,42,SP,0
9353,63,Graduation,Single,"62,450.00",1,1,13,0,3,0,0,0,CA,1
9349,37,Graduation,Married,"92,533.00",2,0,8,2,15,0,10,18,IND,2
9347,66,Master,Together,"50,943.00",0,1,953,0,71,0,0,174,SA,0
9336,53,PhD,Widow,"62,187.00",1,1,20,3,4,2,0,2,SP,0
9323,73,Master,Together,"49,912.00",0,0,815,10,239,28,10,108,SP,1
9316,70,Basic,Together,"13,084.00",0,0,704,129,853,120,74,111,SP,0
9308,68,Graduation,Married,"62,820.00",1,1,23,1,7,0,4,24,CA,0
9305,46,2nd Cycle,Single,"79,689.00",1,0,2,8,8,6,1,9,SP,0
9303,46,Graduation,Married,"5,305.00",0,0,1285,21,449,106,20,20,SP,0
9298,75,PhD,Together,"81,574.00",1,0,5,1,8,0,0,1,IND,2
9292,70,Graduation,Married,"81,795.00",0,0,3,9,15,13,2,39,SP,0
9291,63,Master,Married,"34,242.00",0,1,412,172,153,150,105,57,SP,0
9289,43,Graduation,Married,"36,781.00",0,0,466,22,432,147,113,102,IND,0
9286,62,Master,Together,"83,151.00",1,0,1,10,11,19,3,15,SP,0
9284,64,Graduation,Together,"53,977.00",1,0,166,5,107,11,8,29,SP,0
9283,44,Graduation,Single,"60,199.00",0,1,537,6,42,16,6,30,AUS,0
9274,61,Master,Married,"80,950.00",0,0,28,6,27,12,17,39,US,1
9265,69,Graduation,Married,"75,027.00",1,0,11,0,16,7,6,21,SP,0
9264,36,Graduation,Married,"79,529.00",1,0,15,0,11,0,2,9,SP,0
9262,38,2nd Cycle,Together,"32,414.00",0,1,753,43,226,69,10,204,SP,1
9260,77,PhD,Married,"70,356.00",0,1,63,0,21,7,0,12,SP,0
9256,51,Graduation,Single,"58,350.00",0,0,162,25,53,16,0,10,SP,0
9246,37,Master,Together,"40,101.00",0,1,918,21,118,13,10,21,SP,0
9242,32,Graduation,Single,"64,509.00",1,2,164,24,103,12,3,42,SP,1
9240,51,PhD,Single,"60,504.00",1,1,379,4,93,12,9,98,IND,0
9239,61,Master,Married,"61,923.00",0,1,27,5,8,8,3,12,SP,0
9224,50,PhD,Single,"55,260.00",0,1,173,2,39,3,2,47,GER,0
9220,51,Graduation,Single,"91,700.00",1,0,5,2,16,3,2,19,SP,0
9216,51,Graduation,Married,"35,788.00",0,1,897,126,196,91,112,37,SP,0
9215,42,PhD,Married,"43,974.00",0,1,317,25,265,25,19,12,SP,0
9214,31,Graduation,Married,"42,691.00",1,0,588,7,76,110,15,15,SA,0
9213,52,Graduation,Widow,"31,880.00",0,0,1462,16,128,0,0,160,SP,0
9212,60,Master,Married,"72,828.00",1,1,10,0,10,3,1,7,IND,0
9209,51,Master,Together,"80,573.00",1,0,22,0,6,6,2,6,SP,0
9206,54,Graduation,Together,"77,382.00",1,0,19,3,26,10,9,3,SP,1
9204,52,Graduation,Widow,"66,731.00",0,0,86,2,73,69,38,48,US,0
9197,69,Graduation,Married,"39,722.00",0,1,897,23,207,15,11,92,SA,0
9185,56,PhD,Single,"69,759.00",1,1,7,2,9,2,0,2,GER,0
9167,66,Graduation,Married,"67,131.00",1,0,16,1,2,0,0,1,SP,0
9166,54,Graduation,Married,"63,967.00",1,0,6,2,18,2,8,14,SA,0
9153,58,PhD,Married,"59,304.00",1,1,95,11,35,0,4,7,SP,0
9150,59,PhD,Single,"48,918.00",0,1,352,0,27,10,0,15,SP,0
9145,50,Graduation,Single,"72,504.00",1,0,62,1,20,4,0,7,CA,0
9140,62,2nd Cycle,Together,"50,523.00",1,1,105,0,10,0,1,0,SA,0
9135,72,Graduation,Together,"27,203.00",0,0,749,40,294,121,160,147,AUS,0
9121,50,Graduation,Married,"80,134.00",1,0,2,4,2,0,11,5,SP,3
9120,60,Graduation,Single,"66,565.00",1,0,167,37,64,49,34,116,US,0
9119,72,Graduation,Together,"60,905.00",1,1,194,2,56,0,0,0,SP,0
9097,66,Graduation,Divorced,"46,086.00",1,1,464,5,64,7,0,70,SP,0
9094,67,2nd Cycle,Married,"62,972.00",1,0,40,2,23,0,4,23,GER,0
9081,34,Graduation,Single,"20,518.00",0,0,482,147,509,104,107,107,SP,0
9080,50,PhD,Single,"38,578.00",0,1,382,114,276,75,124,38,SA,0
9076,42,PhD,Married,"30,732.00",0,1,619,54,260,127,54,54,SP,0
9064,40,Graduation,Married,"69,109.00",1,0,75,12,141,43,39,187,SP,1
9058,67,Graduation,Widow,"79,800.00",1,0,1,4,10,29,0,36,SP,3
9029,50,PhD,Married,"70,116.00",1,0,4,1,9,3,0,0,SA,0
9014,47,Graduation,Married,"37,085.00",0,1,372,18,126,47,48,78,US,0
9010,50,Master,Married,"83,151.00",1,0,8,3,19,3,3,8,SP,3
8985,58,2nd Cycle,Together,"68,316.00",0,1,27,1,14,4,1,21,SA,0
8977,37,Basic,Single,"16,581.00",1,1,957,47,494,82,47,95,SP,0
8975,54,Graduation,Married,"19,514.00",0,0,777,35,731,39,137,114,SP,1
8970,50,PhD,Married,"62,010.00",1,1,53,5,19,2,13,4,US,0
8969,45,Graduation,Married,"71,855.00",1,1,10,0,1,0,0,0,AUS,0
8962,47,Master,Married,"44,319.00",0,1,341,142,113,259,151,66,SP,0
8957,70,2nd Cycle,Single,"64,831.00",0,1,76,0,7,0,0,16,GER,0
8955,65,PhD,Together,"40,451.00",0,0,194,61,480,225,112,30,US,1
8953,57,Master,Single,"35,791.00",0,1,595,23,123,10,23,154,US,0
8952,69,Master,Married,"65,569.00",1,0,70,6,69,2,3,3,SP,0
8945,52,Graduation,Divorced,"54,137.00",1,0,88,39,78,58,13,93,IND,0
8939,63,Graduation,Divorced,"61,250.00",0,1,55,0,6,2,0,4,SP,0
8933,39,2nd Cycle,Married,"32,146.00",0,0,162,33,124,40,28,172,CA,0
8932,53,Master,Together,"65,176.00",0,1,34,0,7,0,0,0,IND,0
8931,36,Graduation,Together,"83,033.00",1,0,1,5,8,4,8,20,SP,1
8925,57,Master,Married,"70,053.00",0,1,62,0,22,3,1,26,SP,0
8923,49,Graduation,Single,"83,917.00",0,0,0,6,3,7,6,12,SP,0
8920,55,Master,Single,"59,235.00",1,0,46,0,40,3,0,3,SA,0
8916,47,Graduation,Divorced,"36,627.00",0,1,134,11,59,15,2,30,US,0
8911,55,PhD,Married,"56,320.00",0,1,43,12,23,29,15,61,GER,0
8910,67,Graduation,Together,"42,586.00",0,0,216,162,224,101,92,162,SA,0
8908,63,Graduation,Married,"87,195.00",1,0,4,9,16,17,0,12,SP,0
8897,57,Graduation,Single,"42,720.00",0,1,458,0,24,6,4,34,SP,0
8895,37,Graduation,Single,"70,596.00",1,0,4,17,19,30,24,39,US,0
8890,51,PhD,Divorced,"65,808.00",1,1,27,2,10,0,0,1,SP,0
8876,59,PhD,Together,"33,629.00",1,0,964,34,137,15,0,11,SP,0
8870,38,Graduation,Together,"35,196.00",0,0,458,81,356,106,50,40,SP,0
8867,34,PhD,Married,"67,546.00",1,0,14,2,30,8,2,3,SP,0
8858,50,PhD,Married,"44,325.00",2,1,46,1,12,3,0,9,SP,1
8852,46,Graduation,Married,"61,064.00",1,1,29,1,11,0,0,0,AUS,0
8842,51,Graduation,Widow,"30,372.00",0,0,982,73,351,56,14,175,SP,0
8832,46,Master,Together,"37,509.00",0,1,561,14,113,10,14,35,SP,0
8825,60,Graduation,Together,"51,195.00",0,1,631,0,115,10,7,30,IND,0
8812,43,2nd Cycle,Divorced,"13,533.00",0,0,1083,108,649,253,151,108,SA,0
8805,62,Graduation,Single,"48,904.00",1,1,12,0,4,0,0,0,SP,0
8800,79,PhD,Divorced,"48,948.00",2,1,33,0,5,0,0,0,SP,1
8799,38,PhD,Married,"38,175.00",0,1,245,19,125,37,67,14,AUS,0
8789,33,2nd Cycle,Married,"59,060.00",1,1,224,0,30,0,0,10,SA,0
8786,66,Master,Married,"62,058.00",0,1,302,29,131,32,0,27,IND,0
8783,72,Graduation,Married,"57,045.00",0,1,233,20,57,8,20,91,CA,0
8780,72,PhD,Together,"59,292.00",1,1,30,0,9,0,0,3,SP,0
8779,37,2nd Cycle,Married,"36,145.00",0,2,615,28,259,12,48,30,SP,1
8775,53,Graduation,Together,"38,361.00",0,0,388,14,218,91,14,21,SP,0
8773,51,Master,Together,"57,420.00",1,1,410,0,59,19,9,44,SA,1
8755,76,Master,Married,"68,657.00",2,1,73,3,90,12,1,32,SP,0
8754,48,PhD,Together,"45,068.00",1,0,173,43,118,46,27,15,US,0
8749,38,Graduation,Together,"37,235.00",1,1,328,9,124,12,24,109,AUS,0
8746,33,Graduation,Married,"75,433.00",1,1,70,3,37,4,2,64,CA,2
8737,44,Graduation,Divorced,"55,563.00",0,1,359,0,134,13,26,123,SP,0
8732,53,Master,Widow,"67,369.00",1,0,172,10,125,21,13,16,SP,2
8727,44,Graduation,Divorced,"63,693.00",0,1,91,65,52,10,44,28,IND,0
8726,58,2nd Cycle,Divorced,"41,713.00",0,1,899,0,101,0,0,20,SP,0
8724,40,Graduation,Single,"28,567.00",0,0,304,98,230,150,74,74,SA,0
8722,65,2nd Cycle,Married,"82,347.00",0,0,15,5,14,0,4,11,SP,2
8717,47,PhD,Married,"80,427.00",0,0,1,8,6,4,8,16,SP,0
8707,66,Graduation,Married,"79,456.00",1,0,15,0,11,0,2,9,AUS,0
8702,46,2nd Cycle,Together,"26,907.00",0,1,625,38,242,50,34,76,SP,0
8700,36,Basic,Single,"14,906.00",0,0,957,153,612,99,95,153,SP,0
8692,70,Graduation,Together,"43,462.00",0,1,473,21,176,19,21,56,SP,0
8690,60,Graduation,Married,"86,111.00",0,0,6,1,7,23,4,19,GER,0
8687,44,Graduation,Together,"53,172.00",0,1,284,16,160,84,16,134,SA,0
8686,43,Basic,Together,"23,724.00",0,0,557,129,761,29,185,111,SP,0
8685,45,Graduation,Married,"42,014.00",0,0,338,4,89,11,8,13,SP,0
8663,48,Graduation,Divorced,"39,996.00",1,1,141,11,114,15,14,5,CA,0
8659,70,PhD,Together,"69,805.00",2,1,7,0,1,0,0,0,AUS,0
8652,76,Graduation,Together,"37,760.00",0,1,642,14,49,0,7,57,AUS,0
8650,44,Graduation,Widow,"54,162.00",1,1,604,0,100,19,0,28,SP,0
8643,51,Graduation,Together,"69,930.00",1,1,19,6,20,0,5,12,SA,0
8629,66,Graduation,Widow,"46,984.00",0,1,517,12,54,16,6,120,SA,0
8625,46,Graduation,Married,"17,649.00",0,0,997,15,414,99,30,76,SP,0
8624,64,Graduation,Married,"81,320.00",1,0,19,3,19,4,5,26,SP,0
8619,65,Graduation,Together,"21,994.00",0,0,563,50,774,28,31,187,CA,0
8614,65,Graduation,Widow,"65,486.00",1,1,58,0,18,2,0,10,SP,0
8605,58,PhD,Together,"46,910.00",0,1,121,103,69,8,44,48,SP,0
8602,58,Graduation,Divorced,"69,932.00",0,0,228,122,122,208,129,30,SP,0
8601,42,Graduation,Married,"80,011.00",1,0,28,34,62,11,14,44,SP,0
8595,49,Graduation,Widow,"42,429.00",0,1,789,0,133,0,28,152,SA,0
8594,64,PhD,Widow,"50,520.00",1,1,84,3,61,2,1,21,SA,0
8588,61,Graduation,Married,"60,544.00",0,1,71,0,13,3,1,0,CA,0
8584,70,PhD,Together,"85,431.00",1,0,6,0,6,2,1,1,AUS,0
8581,51,Master,Married,"49,505.00",0,1,30,1,8,0,0,3,GER,0
8566,61,PhD,Together,"32,583.00",0,0,283,17,372,138,106,44,GER,0
8562,53,Graduation,Together,"54,165.00",1,0,191,9,97,0,6,82,CA,0
8560,30,Graduation,Single,"48,789.00",1,1,111,16,37,7,9,18,SP,0
8553,57,Graduation,Married,"44,300.00",1,0,448,40,469,80,0,91,IND,0
8545,68,Graduation,Divorced,"85,683.00",0,0,32,0,8,23,4,18,IND,4
8541,32,2nd Cycle,Married,"24,683.00",0,1,1170,19,594,99,76,134,SP,0
8537,73,Graduation,Widow,"72,643.00",1,1,23,1,25,0,8,7,SP,1
8534,70,Graduation,Married,"67,433.00",1,1,65,0,46,4,3,20,SP,1
8527,57,Master,Together,"65,735.00",2,0,173,8,107,7,2,176,SP,0
8524,48,PhD,Divorced,"25,509.00",0,1,453,38,279,188,38,183,SP,0
8523,54,Graduation,Married,"19,329.00",0,0,755,144,562,104,64,224,SP,0
8514,46,Graduation,Together,"29,478.00",1,2,856,59,487,58,29,73,GER,0
8504,49,Graduation,Married,"79,593.00",1,0,1,3,4,2,2,6,AUS,1
8492,44,Graduation,Together,"75,437.00",1,1,13,2,14,8,7,4,SA,1
8486,51,Master,Together,"30,538.00",0,0,1092,37,592,145,37,55,SP,0
8477,66,Graduation,Divorced,"26,150.00",0,0,760,40,480,0,40,26,US,0
8475,49,PhD,Married,"157,243.00",0,0,8,4,10,2,2,4,SP,0
8462,44,Basic,Together,"24,882.00",0,0,483,74,114,169,37,18,SP,1
8461,60,Graduation,Divorced,"46,102.00",1,0,158,11,99,15,11,17,SA,0
8443,50,Graduation,Single,"24,762.00",0,0,331,197,170,58,152,35,CA,1
8442,37,Master,Married,"19,510.00",0,0,407,28,100,120,74,18,SP,0
8439,58,Graduation,Together,"63,404.00",1,1,51,1,7,2,1,25,SP,1
8432,66,Graduation,Together,"54,450.00",0,0,437,8,206,160,49,42,SA,0
8430,65,Graduation,Together,"21,994.00",0,0,179,28,520,111,123,47,SP,0
8427,66,Master,Single,"64,857.00",1,0,125,17,52,3,19,30,SP,0
8420,52,2nd Cycle,Married,"15,315.00",0,0,910,111,724,49,74,55,IND,0
8418,64,2nd Cycle,Single,"38,741.00",1,0,180,60,241,13,54,54,AUS,0
8416,41,Graduation,Married,"29,009.00",0,1,952,12,180,47,12,12,SP,0
8414,60,PhD,Single,"33,419.00",0,0,1379,33,216,0,33,66,SP,0
8405,43,Graduation,Divorced,"68,274.00",1,1,15,0,8,4,2,20,SP,0
8402,69,Master,Married,"67,087.00",1,1,4,2,5,0,0,5,IND,0
8397,71,Graduation,Married,"44,689.00",0,1,402,35,106,101,77,42,SP,1
8395,61,Graduation,Single,"82,014.00",1,0,11,7,12,2,2,27,SP,0
8387,65,Graduation,Married,"43,140.00",0,1,584,44,212,46,8,177,CA,0
8375,54,PhD,Married,"55,954.00",1,1,16,0,3,0,0,1,SP,0
8373,43,Basic,Together,"24,594.00",0,0,1074,37,518,193,92,129,CA,0
8372,48,Graduation,Married,"34,421.00",0,0,452,20,514,13,30,0,SP,0
8370,46,2nd Cycle,Together,"75,484.00",1,1,6,0,2,2,0,1,SP,0
8369,35,Graduation,Together,"18,227.00",0,0,684,100,801,21,66,0,AUS,0
8362,40,PhD,Married,"84,169.00",1,0,3,6,5,0,2,6,SP,2
8360,51,2nd Cycle,Married,"54,690.00",0,1,174,18,81,28,6,24,SP,0
8346,48,Graduation,Single,"32,233.00",2,0,212,123,177,15,64,23,US,1
8341,53,PhD,Married,"30,396.00",0,0,272,7,80,20,7,11,SP,1
8334,51,Master,Single,"33,316.00",0,0,347,44,534,17,0,26,SP,0
8318,43,Graduation,Together,"90,300.00",1,0,5,11,16,21,8,45,IND,1
8315,27,Graduation,Single,"34,824.00",0,0,496,32,849,229,48,128,CA,0
8314,40,Graduation,Married,"79,908.00",1,0,5,3,4,4,1,0,SA,1
8312,61,Basic,Married,"28,249.00",0,0,1394,22,708,89,91,182,SA,0
8310,58,Graduation,Together,"68,142.00",1,1,15,0,8,4,2,20,CA,0
8299,33,PhD,Single,"33,996.00",1,0,3,1,10,3,2,12,AUS,0
8286,57,PhD,Together,"51,717.00",0,1,297,7,79,0,11,182,SA,1
8278,32,PhD,Married,"74,214.00",0,0,65,36,74,38,20,110,SP,0
8275,57,PhD,Divorced,"47,025.00",0,1,447,0,28,0,0,43,AUS,0
8254,48,PhD,Married,"34,596.00",0,0,260,86,559,63,9,67,US,0
8235,66,Master,Together,"69,245.00",1,1,39,2,25,4,3,24,AUS,0
8234,49,Basic,Together,"27,190.00",0,1,411,106,147,54,115,66,SP,1
8233,72,Master,Widow,"64,866.00",1,1,31,0,6,2,1,5,SP,1
8230,42,Graduation,Married,"33,228.00",0,1,561,85,171,25,123,114,SA,0
8216,50,Master,Married,"53,761.00",0,1,520,8,223,32,49,42,AUS,0
8213,42,2nd Cycle,Together,"14,515.00",0,0,671,47,655,145,111,15,CA,0
8212,51,Master,Married,"39,791.00",0,1,977,12,253,16,12,101,GER,0
8210,47,Master,Married,"54,730.00",1,2,28,1,21,3,0,10,AUS,0
8207,65,2nd Cycle,Married,"53,233.00",0,0,135,46,92,65,61,11,SP,0
8204,51,2nd Cycle,Married,"78,041.00",0,0,5,1,6,3,4,3,IND,0
8182,38,Graduation,Married,"23,228.00",0,0,1035,134,670,25,38,0,SP,0
8181,44,2nd Cycle,Single,"38,593.00",0,1,508,5,21,7,5,10,CA,0
8180,70,Master,Divorced,"59,354.00",1,0,167,2,62,24,13,7,SA,0
8175,30,Graduation,Married,"34,935.00",0,0,823,25,459,124,29,95,US,0
8164,44,PhD,Married,"82,170.00",1,0,5,4,8,2,0,5,SP,0
8162,66,Master,Together,"14,661.00",0,0,606,24,974,197,194,64,SP,0
8159,54,Graduation,Married,"51,287.00",1,1,51,2,7,0,1,2,CA,0
8151,32,Basic,Married,"24,279.00",0,0,333,0,815,129,42,29,SP,0
8148,66,Master,Together,"50,898.00",1,0,185,8,133,56,56,12,SP,0
8147,62,Graduation,Married,"31,454.00",0,1,180,32,348,76,32,90,GER,0
8146,46,Master,Together,"46,106.00",0,0,464,5,64,7,0,37,CA,0
8143,37,PhD,Single,"37,929.00",0,1,397,19,69,12,0,9,SA,2
8140,49,Graduation,Together,"22,682.00",0,0,557,129,984,193,37,18,US,0
8135,36,Master,Married,"27,161.00",0,0,255,31,446,40,56,175,SA,0
8132,47,PhD,Married,"60,631.00",1,0,8,4,20,6,3,16,SP,1
8104,71,PhD,Married,"53,312.00",0,1,274,0,21,4,6,15,SP,0
8093,53,Master,Married,"79,734.00",1,0,3,6,7,0,0,3,SP,1
8091,66,Graduation,Married,"63,943.00",0,1,85,15,27,13,13,21,SP,0
8086,63,Graduation,Married,"42,243.00",0,1,378,0,189,97,172,172,SP,0
8082,51,Graduation,Married,"25,721.00",0,0,647,107,391,175,67,40,GER,0
8080,36,Graduation,Single,"26,816.00",0,0,227,151,573,98,54,31,CA,0
8079,40,Graduation,Married,"22,448.00",0,0,450,26,535,73,98,26,US,0
8070,49,PhD,Married,"54,222.00",1,0,639,8,166,11,8,58,SP,0
8041,51,PhD,Widow,"47,111.00",0,1,451,0,39,0,4,24,SP,0
8036,51,2nd Cycle,Together,"26,850.00",0,1,425,115,292,23,35,79,SP,0
8029,34,Master,Single,"90,247.00",1,0,19,3,18,3,1,0,SP,3
8026,70,Graduation,Married,"62,998.00",1,1,154,0,50,6,11,37,CA,0
8017,41,2nd Cycle,Married,"51,111.00",0,1,189,2,29,3,2,40,SP,0
8015,60,PhD,Divorced,"85,696.00",1,0,4,16,20,0,17,20,SA,0
8008,39,Graduation,Together,"36,075.00",0,1,90,38,67,33,36,67,SP,0
7999,67,PhD,Together,"75,261.00",1,0,25,0,8,0,1,4,CA,2
7998,64,Graduation,Together,"28,087.00",1,0,340,21,134,258,14,56,SA,0
7990,75,Graduation,Married,"27,469.00",0,0,292,30,415,63,33,200,IND,0
7987,53,Graduation,Married,"65,747.00",0,0,84,5,38,150,12,28,SA,1
7972,67,Graduation,Single,"72,906.00",1,0,2,3,10,11,2,10,CA,0
7966,63,Graduation,Single,"80,982.00",1,0,2,0,6,8,6,5,SP,0
7962,35,PhD,Single,"95,169.00",1,0,2,7,5,2,15,27,SA,2
7960,60,2nd Cycle,Together,"82,122.00",0,0,0,1,4,15,1,5,AUS,1
7959,61,Graduation,Married,"79,410.00",0,1,19,0,5,0,0,8,SA,0
7947,53,Graduation,Married,"42,231.00",1,1,534,5,47,0,5,41,CA,0
7943,47,PhD,Married,"36,663.00",0,1,329,35,222,130,35,43,AUS,0
7938,64,PhD,Together,"51,518.00",0,1,350,8,66,17,4,4,GER,0
7937,40,Graduation,Married,"24,711.00",0,0,794,115,243,150,0,205,GER,0
7930,53,Master,Single,"26,877.00",0,1,631,43,239,128,76,21,SP,0
7922,71,PhD,Single,"64,950.00",1,0,46,35,69,84,41,66,IND,1
7919,46,PhD,Together,"72,335.00",1,0,2,3,20,6,11,9,SP,0
7912,44,Graduation,Married,"38,136.00",0,0,240,67,500,199,0,163,CA,1
7901,51,Master,Married,"34,109.00",1,0,1,11,5,4,6,9,SP,0
7899,70,PhD,Married,"77,610.00",1,0,12,0,13,2,0,10,SP,0
7892,53,Graduation,Single,"18,589.00",0,1,215,63,507,231,31,190,SP,0
7881,76,Master,Married,"66,835.00",1,0,25,6,25,6,0,0,SP,0
7875,73,Graduation,Married,"72,025.00",0,1,18,0,2,0,0,2,SP,3
7873,49,PhD,Together,"63,516.00",1,0,171,3,129,26,24,62,IND,0
7872,47,PhD,Married,"86,836.00",0,0,12,4,19,12,6,14,SP,3
7861,70,Master,Married,"77,027.00",1,0,152,9,121,12,12,45,SP,0
7851,73,Graduation,Widow,"70,165.00",1,1,15,0,4,0,0,2,SP,0
7849,52,PhD,Married,"80,336.00",1,0,14,7,11,11,0,5,SP,0
7848,48,Graduation,Single,"49,166.00",0,1,199,12,31,3,12,7,SP,0
7842,54,Graduation,Single,"36,065.00",0,1,1253,0,447,23,71,35,SA,0
7832,63,Master,Married,"77,520.00",1,0,7,4,23,7,0,11,SA,3
7829,122,2nd Cycle,Divorced,"36,640.00",0,1,465,71,250,93,35,62,SP,0
7828,41,Master,Together,"77,882.00",0,0,101,13,76,20,18,40,SP,0
7822,46,Graduation,Together,"54,058.00",0,1,18,10,3,3,5,0,SP,0
7807,48,Graduation,Married,"44,989.00",0,1,493,26,206,116,80,80,SP,0
7801,63,Graduation,Together,"54,753.00",1,1,73,57,100,71,15,0,SP,0
7798,50,2nd Cycle,Together,"46,344.00",2,1,292,3,77,10,3,26,AUS,0
7793,46,Graduation,Together,"62,061.00",1,0,13,6,15,3,5,13,AUS,1
7791,55,Master,Married,"37,054.00",1,0,91,64,128,65,3,50,SP,0
7789,57,PhD,Married,"84,618.00",2,0,9,0,7,3,4,7,CA,1
7788,39,PhD,Married,"23,536.00",0,1,421,76,536,82,178,102,AUS,0
7787,62,Graduation,Together,"62,807.00",0,0,123,133,142,71,44,88,SA,0
7786,36,PhD,Single,"29,999.00",0,0,863,83,547,86,99,33,SP,0
7761,44,2nd Cycle,Together,"38,702.00",0,1,412,5,119,38,29,77,SP,0
7755,68,PhD,Married,"57,744.00",0,1,31,0,6,0,1,8,CA,0
7736,36,Graduation,Married,"22,518.00",1,1,505,137,401,104,22,22,SP,1
7734,29,Graduation,Absurd,"79,244.00",1,0,2,2,4,13,13,4,SP,2
7732,44,Graduation,Married,"64,813.00",1,1,29,0,14,0,0,2,IND,0
7725,57,2nd Cycle,Married,"76,800.00",1,0,13,0,8,2,1,5,AUS,0
7723,43,Graduation,Together,"75,507.00",1,0,37,4,24,16,9,9,SP,0
7718,75,Master,Together,"66,000.00",1,0,34,6,21,11,4,8,SP,0
7712,76,PhD,Single,"62,159.00",1,1,77,8,44,10,10,25,CA,0
7706,47,2nd Cycle,Together,"46,772.00",1,1,230,48,214,13,32,75,SA,1
